Journal Name,JIF 2024
THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,0.6
ANNUAL REVIEW OF CYBERTHERAPY AND TELEMEDICINE,0.6
ECOSISTEMAS Y RECURSOS AGROPECUARIOS,0.6
INTERNATIONAL JOURNAL OF POWER AND ENERGY SYSTEMS,0.6
INTERNATIONAL JOURNAL OF SEMANTIC COMPUTING,0.6
ORIENTAL JOURNAL OF CHEMISTRY,0.6
PLASMATOLOGY,0.6
RUSSIAN JOURNAL OF APPLIED CHEMISTRY,0.6
SCIENCE AND TECHNOLOGY OF ENERGETIC MATERIALS,0.6
SEMICONDUCTORS,0.6
FUNCTIONAL MATERIALS,0.6
REVISTA ARGENTINA DE HISTORIOGRAFIA LINGUISTICA,0.6
REVISTA BRASILEIRA DE MARKETING,0.6
REVUE ROUMAINE DE CHIMIE,0.6
APPLIED CHEMISTRY FOR ENGINEERING,0.6
CUADERNOS DE DESARROLLO RURAL,0.6
REVISTA UNIVERSIDAD EMPRESA,0.6
PANORAMA,0.6
ACTIVITES REVUE ELECTRONIQUE,0.6
NEIZVESTNYI DOSTOEVSKII THE UNKNOWN DOSTOEVSKY,0.5
ANUARIO LOPE DE VEGA TEXTO LITERATURA CULTURA,0.5
JOURNAL OF CLASSICS TEACHING,0.5
COUNTERTEXT A JOURNAL FOR THE STUDY OF THE POST LITERARY,0.5
DRAMA THERAPY REVIEW,0.5
ENGLISH STUDIES IN AFRICA,0.5
TIJDSCHRIFT VOOR NEDERLANDSE TAAL EN LETTERKUNDE,0.5
CAMBRIDGE JOURNAL OF POSTCOLONIAL LITERARY INQUIRY,0.5
CONTEMPORARY BRITISH HISTORY,0.5
JOURNAL OF THE CIVIL WAR ERA,0.5
THEATRE RESEARCH INTERNATIONAL,0.5
AGRICULTURAL HISTORY REVIEW,0.5
RURAL THEOLOGY INTERNATIONAL ECUMENCIAL AND INTERDISCIPLINARY PERSPECTIVES,0.5
LIFE WRITING,0.5
CHAUCER REVIEW,0.5
JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,0.5
JOURNAL OF WORLD HISTORY,0.5
JOURNAL OF KOREAN STUDIES,0.5
DANCE CHRONICLE,0.5
GLOBAL PHILOSOPHY,0.5
LAW and LITERATURE,0.5
JOURNAL OF CHINESE RELIGIONS,0.5
MODERN and CONTEMPORARY FRANCE,0.5
DICKENS STUDIES ANNUAL,0.5
RURAL HISTORY ECONOMY SOCIETY CULTURE,0.5
CURRENTS IN BIBLICAL RESEARCH,0.5
EUROPEAN REVIEW OF HISTORY REVUE EUROPEENNE D HISTOIRE,0.5
CULTURAL and SOCIAL HISTORY,0.5
PHILOSOPHY AND RHETORIC,0.5
SCOTTISH HISTORICAL REVIEW,0.5
HISTORICAL SOCIAL RESEARCH HISTORISCHE SOZIALFORSCHUNG,0.5
HISTORICAL RESEARCH,0.5
ESTETIKA THE EUROPEAN JOURNAL OF AESTHETICS,0.5
JOURNAL OF CANADIAN STUDIES REVUE D ETUDES CANADIENNES,0.5
MEXICAN STUDIES ESTUDIOS MEXICANOS,0.5
THEATRE NOTEBOOK,0.5
HISTORY,0.5
RIVAR REVISTA IBEROAMERICANA DE VITICULTURA AGROINDUSTRIA Y RURALIDAD,0.5
JOURNAL OF BIBLICAL LITERATURE,0.5
JOURNAL FOR THE STUDY OF THE HISTORICAL JESUS,0.5
NEW REVIEW OF FILM AND TELEVISION STUDIES,0.5
AJS REVIEW THE JOURNAL OF THE ASSOCIATION FOR JEWISH STUDIES,0.5
MUSLIM WORLD,0.5
STUDIES IN DOCUMENTARY FILM,0.5
JOURNAL OF POPULAR TELEVISION,0.5
JOURNAL OF THE HISTORY OF SEXUALITY,0.5
PROJECTIONS THE JOURNAL FOR MOVIES AND MIND,0.5
CRITICAL RESEARCH ON RELIGION,0.5
JOURNAL OF NEAR EASTERN STUDIES,0.5
SCRIPTA THEOLOGICA,0.5
INTELLECTUAL HISTORY REVIEW,0.5
REVISTA DE HISTORIA ECONOMICA JOURNAL OF IBERIAN AND LATIN AMERICAN ECONOMIC HISTORY,0.5
ATLANTIC STUDIES GLOBAL CURRENTS,0.5
CHILDHOOD IN THE PAST,0.5
ARCHITECTURE_MPS,0.5
PRACTICAL THEOLOGY,0.5
INTERNATIONAL LABOR AND WORKING CLASS HISTORY,0.5
ISLAMIC LAW AND SOCIETY,0.5
TANG STUDIES,0.5
INTERNATIONAL PUBLIC HISTORY,0.5
JOURNAL OF SUFI STUDIES,0.5
MODERN JUDAISM,0.5
PHRONESIS A JOURNAL FOR ANCIENT PHILOSOPHY,0.5
AXIOMATHES,0.5
WELT DES ISLAMS,0.5
ETHNOMUSICOLOGY FORUM,0.5
JCMS JOURNAL OF CINEMA AND MEDIA STUDIES,0.5
REVISTA DE INDIAS,0.5
JOURNAL OF BALTIC STUDIES,0.5
HARVARD THEOLOGICAL REVIEW,0.5
NOVA RELIGIO JOURNAL OF ALTERNATIVE AND EMERGENT RELIGIONS,0.5
PHILOSOPHIA,0.5
MIDWEST STUDIES IN PHILOSOPHY,0.5
FOUNDATIONS AND TRENDS IN PROGRAMMING LANGUAGES,0.5
ACTA MUSICOLOGICA,0.5
OPEN THEOLOGY,0.5
ILAHIYAT STUDIES A JOURNAL ON ISLAMIC AND RELIGIOUS STUDIES,0.5
INTERNATIONAL STUDIES IN CATHOLIC EDUCATION,0.5
AGRICULTURAL HISTORY,0.5
CATALAN JOURNAL OF LINGUISTICS,0.5
JOURNAL OF AUSTRALIAN STUDIES,0.5
ACTA HISTORICA TALLINNENSIA,0.5
JEWISH QUARTERLY REVIEW,0.5
HISTORELO REVISTA DE HISTORIA REGIONAL Y LOCAL,0.5
EUROPEAN HISTORY QUARTERLY,0.5
JOURNAL OF AMERICAN ETHNIC HISTORY,0.5
UNIVERSITY OF PENNSYLVANIA JOURNAL OF INTERNATIONAL LAW,0.5
WORLDVIEWS GLOBAL RELIGIONS CULTURE AND ECOLOGY,0.5
FRENCH SCREEN STUDIES,0.5
HISTORIA AGRARIA,0.5
JOURNAL OF LATIN LINGUISTICS,0.5
JURNAL CITA HUKUM INDONESIAN LAW JOURNAL,0.5
UNIVERSITY OF TORONTO LAW JOURNAL,0.5
EMOTIONS HISTORY CULTURE SOCIETY,0.5
HARVARD JOURNAL OF LAW AND PUBLIC POLICY,0.5
JOURNAL OF VICTORIAN CULTURE,0.5
THEORIA A SWEDISH JOURNAL OF PHILOSOPHY,0.5
AMERICAN BANKRUPTCY LAW JOURNAL,0.5
LOGICA UNIVERSALIS,0.5
JOURNAL OF VISUAL CULTURE,0.5
ORIENS,0.5
LAW CULTURE AND THE HUMANITIES,0.5
ANTHROPOLOGICAL MEASUREMENTS OF PHILOSOPHICAL RESEARCH,0.5
INTERNATIONAL CRIMINAL LAW REVIEW,0.5
EC TAX REVIEW,0.5
INTERNATIONAL JOURNAL OF HINDU STUDIES,0.5
NOTRE DAME JOURNAL OF FORMAL LOGIC,0.5
ACCESS TO JUSTICE IN EASTERN EUROPE,0.5
ORGANISED SOUND,0.5
CRITICAL ARTS SOUTH NORTH CULTURAL AND MEDIA STUDIES,0.5
HISTORY OF EUROPEAN IDEAS,0.5
PSYCHOANALYTIC INQUIRY,0.5
CONSTRUCTIONS AND FRAMES,0.5
CULTURE AND RELIGION,0.5
HISTORY OF THE HUMAN SCIENCES,0.5
INTERNATIONAL JOURNAL OF PRACTICAL THEOLOGY,0.5
SMALL AXE,0.5
ARBOR CIENCIA PENSAMIENTO Y CULTURA,0.5
ARIES JOURNAL FOR THE STUDY OF WESTERN ESOTERICISM,0.5
HISTORY OF EDUCATION REVIEW,0.5
JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES,0.5
CANADIAN JOURNAL AMERICAN AND CARIBBEAN STUDIES,0.5
ESTUDIOS IRLANDESES,0.5
GEMA ONLINE JOURNAL OF LANGUAGE STUDIES,0.5
ISRAEL STUDIES,0.5
BRITANNIA,0.5
PEDAGOGICAL LINGUISTICS,0.5
DIREITO E PRAXIS,0.5
JOURNAL OF WORLD CHRISTIANITY,0.5
KOREAN LINGUISTICS,0.5
QUARTERLY JOURNAL OF MATHEMATICS,0.5
RESEARCH IN PHENOMENOLOGY,0.5
STUF LANGUAGE TYPOLOGY AND UNIVERSALS,0.5
WACANA SENI JOURNAL OF ART DISCOURSE,0.5
JOURNAL OF LAW AND MEDICINE,0.5
JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,0.5
AFRICA REVIEW,0.5
JUVENILE AND FAMILY COURT JOURNAL,0.5
LABOUR LE TRAVAIL,0.5
BULLETIN OF THE HISTORY OF ARCHAEOLOGY,0.5
CENTAURUS,0.5
RUSSELL THE JOURNAL OF THE BERTRAND RUSSELL STUDIES,0.5
ANNALS OF SCIENCE,0.5
JOURNAL OF FAMILY HISTORY,0.5
OPEN CULTURAL STUDIES,0.5
TIME and MIND THE JOURNAL OF ARCHAEOLOGY CONSCIOUSNESS AND CULTURE,0.5
WILDFOWL,0.5
ASIAN AND AFRICAN STUDIES,0.5
PACIFIC FOCUS,0.5
REVISTA DE HISTORIA INDUSTRIAL,0.5
TRAMES JOURNAL OF THE HUMANITIES AND SOCIAL SCIENCES,0.5
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,0.5
JOURNAL OF ARCHITECTURAL EDUCATION,0.5
JOURNAL OF HISTORICAL RESEARCH IN MUSIC EDUCATION,0.5
OBSERVAR,0.5
COMMUNICATIONS FACULTY OF SCIENCES UNIVERSITY OF ANKARA SERIES A1 MATHEMATICS AND STATISTICS,0.5
EUROPEAN INTEGRATION STUDIES,0.5
INTERNATIONAL JOURNAL ON MINORITY AND GROUP RIGHTS,0.5
GLOBAL JOURNAL AL THAQAFAH,0.5
HOKKAIDO MATHEMATICAL JOURNAL,0.5
INNER ASIA,0.5
INTERNATIONAL JOURNAL OF ALGEBRA AND COMPUTATION,0.5
JOURNAL OF HOMOTOPY AND RELATED STRUCTURES,0.5
ASIAN EUROPEAN JOURNAL OF MATHEMATICS,0.5
JOURNAL OF MODERN GREEK STUDIES,0.5
JOURNAL OF NONLINEAR AND CONVEX ANALYSIS,0.5
JOURNAL OF PRIVATE INTERNATIONAL LAW,0.5
JOURNAL OF VALUE INQUIRY,0.5
GERMAN POLITICS AND SOCIETY,0.5
REVISTA DE HISTORIOGRAFIA,0.5
ANALYSIS MATHEMATICA,0.5
FUNDAMENTA MATHEMATICAE,0.5
JOURNAL OF CONFUCIAN PHILOSOPHY AND CULTURE,0.5
JOURNAL OF MULTILINGUAL THEORIES AND PRACTICES,0.5
JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY,0.5
NARRATIVE CULTURE,0.5
OCEANIC LINGUISTICS,0.5
REVISTA EDUCACION,0.5
SOUTHERN AFRICAN LINGUISTICS AND APPLIED LANGUAGE STUDIES,0.5
ENDEAVOUR,0.5
FOLIA LINGUISTICA,0.5
FUNCTIONES ET APPROXIMATIO COMMENTARII MATHEMATICI,0.5
JOURNAL OF GEOMETRY,0.5
VOPROSY LEKSIKOGRAFII RUSSIAN JOURNAL OF LEXICOGRAPHY,0.5
APPLIED CATEGORICAL STRUCTURES,0.5
CHINESE ANNALS OF MATHEMATICS SERIES B,0.5
INDIAN JOURNAL OF HISTORY OF SCIENCE,0.5
REVISTA JURIDICA PORTUCALENSE,0.5
ADVANCES IN GEOMETRY,0.5
BULLETIN OF THE KOREAN MATHEMATICAL SOCIETY,0.5
CITY and SOCIETY,0.5
ESTUDOS KANTIANOS,0.5
EUROPEAN JOURNAL OF MATHEMATICS,0.5
INDIAN JOURNAL OF PURE and APPLIED MATHEMATICS,0.5
ARCHIV DER MATHEMATIK,0.5
HOMOLOGY HOMOTOPY AND APPLICATIONS,0.5
JOURNAL OF EAST ASIAN LINGUISTICS,0.5
JOURNAL OF JEWISH THOUGHT and PHILOSOPHY,0.5
REVIEW OF METAPHYSICS,0.5
FRENCH CULTURAL STUDIES,0.5
HERANCA REVISTA DE HISTORIA PATRIMONIO E CULTURA,0.5
PERIODICA MATHEMATICA HUNGARICA,0.5
SIGNA REVISTA DE LA ASOCIACION ESPANOLA DE SEMIOTICA,0.5
SOUTHERN AFRICAN BUSINESS REVIEW,0.5
STUDIA PHILOSOPHICA KANTIANA,0.5
COMMUNICATIONS OF THE KOREAN MATHEMATICAL SOCIETY,0.5
MOSCOW MATHEMATICAL JOURNAL,0.5
PUBLICATIONES MATHEMATICAE DEBRECEN,0.5
ANTHROPOLOGISCHER ANZEIGER,0.5
COMPARATIVE LEGAL HISTORY,0.5
CONTEMPORARY PACIFIC,0.5
JOURNAL OF PHILOSOPHICAL ECONOMICS,0.5
OPEN LINGUISTICS,0.5
COLLECTANEA MATHEMATICA,0.5
COMPLEX MANIFOLDS,0.5
EUROPEAN JOURNAL OF PRAGMATISM AND AMERICAN PHILOSOPHY,0.5
GEOMETRIAE DEDICATA,0.5
JOURNAL OF GROUP THEORY,0.5
KODAI MATHEMATICAL JOURNAL,0.5
SIGN LANGUAGE STUDIES,0.5
STUDI IRLANDESI A JOURNAL OF IRISH STUDIES,0.5
EAST ASIAN POLICY,0.5
IMAGO MUNDI THE INTERNATIONAL JOURNAL FOR THE HISTORY OF CARTOGRAPHY,0.5
MATHEMATICAL COMMUNICATIONS,0.5
ARCHAEOLOGIES JOURNAL OF THE WORLD ARCHAEOLOGICAL CONGRESS,0.5
SANKHYA SERIES A MATHEMATICAL STATISTICS AND PROBABILITY,0.5
SIBERIAN ELECTRONIC MATHEMATICAL REPORTS SIBIRSKIE ELEKTRONNYE MATEMATICHESKIE IZVESTIYA,0.5
AandC REVISTA DE DIREITO ADMINISTRATIVO and CONSTITUCIONAL,0.5
CZECHOSLOVAK MATHEMATICAL JOURNAL,0.5
ELECTRONIC JOURNAL OF GRAPH THEORY AND APPLICATIONS,0.5
EUROPOLITY CONTINUITY AND CHANGE IN EUROPEAN GOVERNANCE,0.5
INTERNATIONAL JOURNAL OF E PLANNING RESEARCH,0.5
INTERNATIONAL JOURNAL OF NETWORKED AND DISTRIBUTED COMPUTING,0.5
JOURNAL FOR THE HISTORY OF ASTRONOMY,0.5
SCANDINAVIAN STUDIES,0.5
STUDIES IN EAST EUROPEAN THOUGHT,0.5
TOPOLOGY AND ITS APPLICATIONS,0.5
ALEPH HISTORICAL STUDIES IN SCIENCE and JUDAISM,0.5
CZECH JOURNAL OF INTERNATIONAL RELATIONS,0.5
JAPANESE ECONOMIC REVIEW,0.5
METODE SCIENCE STUDIES JOURNAL,0.5
REVISTA DE LA UNION MATEMATICA ARGENTINA,0.5
ADVANCES IN PURE AND APPLIED MATHEMATICS,0.5
AFRICAN JOURNAL OF RESEARCH IN MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,0.5
AFRICAN ZOOLOGY,0.5
AUSTRIAN JOURNAL OF FOREST SCIENCE,0.5
HISTORIOGRAPHIA LINGUISTICA,0.5
KOREAN JOURNAL OF MATHEMATICS,0.5
KYUSHU JOURNAL OF MATHEMATICS,0.5
RENDICONTI DEL SEMINARIO MATEMATICO DELLA UNIVERSITA DI PADOVA,0.5
RUSSIAN JOURNAL OF VIETNAMESE STUDIES VYETNAMSKIYE ISSLEDOVANIYA,0.5
SCIENCE IN CONTEXT,0.5
SOCAR PROCEEDINGS,0.5
BULLETIN OF MATHEMATICAL ANALYSIS AND APPLICATIONS,0.5
GEOGRAPHIA POLONICA,0.5
HAU JOURNAL OF ETHNOGRAPHIC THEORY,0.5
HISTORY OF PSYCHIATRY,0.5
JOURNAL OF LOGIC AND ANALYSIS,0.5
POST MEDIEVAL ARCHAEOLOGY,0.5
PSYCHOLOGIA,0.5
REVUE SUISSE DE ZOOLOGIE,0.5
RHIZOMATA A JOURNAL FOR ANCIENT PHILOSOPHY AND SCIENCE,0.5
ASTERISQUE,0.5
CUBO A MATHEMATICAL JOURNAL,0.5
CYBIUM,0.5
MCS MASCULINITIES AND SOCIAL CHANGE,0.5
ORNITOLOGIA NEOTROPICAL,0.5
AUSTRALIAN JOURNAL OF TEACHER EDUCATION,0.5
CANADIAN JOURNAL OF HIGHER EDUCATION,0.5
CRIMINAL LAW JOURNAL,0.5
FUNDAMENTAL AND APPLIED LIMNOLOGY,0.5
INTERNATIONAL JOURNAL OF INTELLIGENCE AND COUNTERINTELLIGENCE,0.5
NOTORNIS,0.5
NURSING AND MIDWIFERY STUDIES,0.5
PAPELES DE EUROPA,0.5
VOPROSY OBRAZOVANIYA EDUCATIONAL STUDIES MOSCOW,0.5
CHRISTIAN HIGHER EDUCATION,0.5
DERMATOLOGIE IN BERUF UND UMWELT,0.5
JOURNAL OF AFRICAN AMERICAN STUDIES,0.5
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION,0.5
METHODS AND APPLICATIONS OF ANALYSIS,0.5
OBRAZOVANIE I NAUKA EDUCATION AND SCIENCE,0.5
PSYCHOLINGUISTICS,0.5
ASIAN JOURNAL OF MATHEMATICS,0.5
BRAZILIAN JOURNAL OF PROBABILITY AND STATISTICS,0.5
CROATIAN YEARBOOK OF EUROPEAN LAW and POLICY,0.5
INRAE PRODUCTIONS ANIMALES,0.5
WILSON JOURNAL OF ORNITHOLOGY,0.5
INTERACCION Y PERSPECTIVA,0.5
INTERNATIONAL JOURNAL OF MORPHOLOGY,0.5
ITALIANIST,0.5
JOURNAL OF ASIAN PACIFIC COMMUNICATION,0.5
REMIE MULTIDISCIPLINARY JOURNAL OF EDUCATIONAL RESEARCH,0.5
RESEARCH AND THEORY FOR NURSING PRACTICE,0.5
REVISTA DE LA ACADEMIA COLOMBIANA DE CIENCIAS EXACTAS FISICAS Y NATURALES,0.5
SOUTH AFRICAN JOURNAL OF EDUCATION,0.5
ARCHEOLOGICKE ROZHLEDY,0.5
AUSTRAL JOURNAL OF VETERINARY SCIENCES,0.5
CASE REPORTS IN PEDIATRICS,0.5
COLOMBIAN APPLIED LINGUISTICS JOURNAL,0.5
EASTERN ECONOMIC JOURNAL,0.5
FRAGMENTA ENTOMOLOGICA,0.5
JOURNAL OF ARAB and MUSLIM MEDIA RESEARCH,0.5
JOURNAL OF ASIA TEFL,0.5
RATIO JURIS,0.5
REVIEWS IN AMERICAN HISTORY,0.5
RLA REVISTA DE LINGUISTICA TEORICA Y APLICADA,0.5
THAILAND STATISTICIAN,0.5
ANTHROPOLOGICAL NOTEBOOKS,0.5
ARCHIVOS ARGENTINOS DE PEDIATRIA,0.5
EGYPTIAN JOURNAL OF ANAESTHESIA,0.5
INDIA QUARTERLY A JOURNAL OF INTERNATIONAL AFFAIRS,0.5
JOURNAL OF MEDICAL PRIMATOLOGY,0.5
JOURNAL OF THE HISTORY OF THE NEUROSCIENCES,0.5
ORTHOPADIE,0.5
REVISTA SIGNOS,0.5
RITA REVISTA INDEXADA DE TEXTOS ACADEMICOS,0.5
SERIES JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,0.5
SLOVENSKY NARODOPIS SLOVAK ETHNOLOGY,0.5
ANNALES DE CHIRURGIE PLASTIQUE ESTHETIQUE,0.5
BOTHALIA,0.5
CASE REPORTS IN SURGERY,0.5
DETUROPE THE CENTRAL EUROPEAN JOURNAL OF REGIONAL DEVELOPMENT AND TOURISM,0.5
HIROSHIMA MATHEMATICAL JOURNAL,0.5
JOURNAL OF APPLIED MATHEMATICS STATISTICS AND INFORMATICS,0.5
JOURNAL OF MIDDLE EAST WOMENS STUDIES,0.5
LABOUR ENGLAND,0.5
LANGUAGE AND LITERACY,0.5
MISCELLANEA GEOGRAPHICA,0.5
PUBLICATIONS DE L INSTITUT MATHEMATIQUE BEOGRAD,0.5
ARCHIVES AND MANUSCRIPTS,0.5
ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,0.5
BRAIN BROAD RESEARCH IN ARTIFICIAL INTELLIGENCE AND NEUROSCIENCE,0.5
BUSINESS and PROFESSIONAL ETHICS JOURNAL,0.5
CANADIAN JOURNAL OF EDUCATIONAL ADMINISTRATION AND POLICY,0.5
CHINESE MEDICINE AND CULTURE,0.5
COMMUNICATION SCIENCES AND DISORDERS CSD,0.5
EGYPTIAN JOURNAL OF OTOLARYNGOLOGY,0.5
EUROPEAN POULTRY SCIENCE,0.5
JOURNAL OF CHINESE OVERSEAS,0.5
JOURNAL OF COMPUTATIONAL GEOMETRY,0.5
JOURNAL OF EVIDENCE BASED PSYCHOTHERAPIES,0.5
REVISTA FACULTAD DE INGENIERIA UNIVERSIDAD DE ANTIOQUIA,0.5
REVISTA LATINOAMERICANA DE TECNOLOGIA EDUCATIVA RELATEC,0.5
ALEXANDRIA JOURNAL OF MEDICINE,0.5
ASIA PACIFIC SCHOLAR,0.5
BOLETIN MEDICO DEL HOSPITAL INFANTIL DE MEXICO,0.5
BULLETIN OF TOKYO DENTAL COLLEGE,0.5
INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY,0.5
JOURNAL OF HAND SURGERY ASIAN PACIFIC VOLUME,0.5
MEMOIRS ON DIFFERENTIAL EQUATIONS AND MATHEMATICAL PHYSICS,0.5
NEW POLITICAL SCIENCE,0.5
NTM,0.5
PAIDEUSIS THE JOURNAL OF THE CANADIAN PHILOSOPHY OF EDUCATION SOCIETY,0.5
PHARMACY EDUCATION,0.5
TURK GOGUS KALP DAMAR CERRAHISI DERGISI TURKISH JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,0.5
ACTA ZOOLOGICA BULGARICA,0.5
AFRICA EDUCATION REVIEW,0.5
BOLETIN DE GEOLOGIA,0.5
CANADIAN JOURNAL OF COMMUNICATION,0.5
DIASPORA STUDIES,0.5
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,0.5
EGYPTIAN PEDIATRIC ASSOCIATION GAZETTE,0.5
EMERGENCY CARE JOURNAL,0.5
GAMES,0.5
HOW A COLOMBIAN JOURNAL FOR TEACHERS OF ENGLISH,0.5
INTERNATIONAL JOURNAL OF SPORT FINANCE,0.5
INTERNATIONAL JOURNAL OF THERAPY AND REHABILITATION,0.5
JLIS.IT,0.5
JOURNAL OF AVIAN MEDICINE AND SURGERY,0.5
JOURNAL OF DENTISTRY FOR CHILDREN,0.5
JOURNAL OF LIVESTOCK SCIENCE,0.5
NUMERICAL ANALYSIS AND APPLICATIONS,0.5
PEACE REVIEW A JOURNAL OF SOCIAL JUSTICE,0.5
PHYSICAL EDUCATOR US,0.5
RECHTSMEDIZIN,0.5
TIERAERZTLICHE PRAXIS AUSGABE KLEINTIERE HEIMTIERE,0.5
VOPROSY EKONOMIKI,0.5
AMERICAN JOURNAL OF PLAY,0.5
ANNALI ITALIANI DI CHIRURGIA,0.5
COUNSELING AND VALUES,0.5
ENGLISH IN AUSTRALIA,0.5
IRANIAN JOURNAL OF EARTH SCIENCES,0.5
JOURNAL OF DEVELOPMENT EFFECTIVENESS,0.5
JOURNAL OF LAW FINANCE AND ACCOUNTING,0.5
JOURNAL OF RESEARCH IN EDUCATION SCIENCES,0.5
JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY,0.5
POLISH SOCIOLOGICAL REVIEW,0.5
REVIEW OF ECONOMIC ANALYSIS,0.5
REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,0.5
VISUAL COMMUNICATION QUARTERLY,0.5
ANNALES DE PATHOLOGIE,0.5
CANADIAN JOURNAL FOR THE SCHOLARSHIP OF TEACHING AND LEARNING,0.5
CESKA GYNEKOLOGIE CZECH GYNAECOLOGY,0.5
CRYSTALLOGRAPHY REPORTS,0.5
EGYPTIAN JOURNAL OF RADIOLOGY AND NUCLEAR MEDICINE,0.5
FLUGMEDIZIN TROPENMEDIZIN REISEMEDIZIN,0.5
INDIAN JOURNAL OF ANIMAL RESEARCH,0.5
INTERNATIONAL JOURNAL OF UROLOGICAL NURSING,0.5
JOURNAL OF ANIMAL AND PLANT SCIENCES JAPS,0.5
JOURNAL OF AUSTRALIAN POLITICAL ECONOMY,0.5
MOVIMENTO,0.5
PEDAGOGIA SOCIAL REVISTA INTERUNIVERSITARIA,0.5
REVIEW OF BEHAVIORAL ECONOMICS,0.5
SPUR SCHOLARSHIP AND PRACTICE OF UNDERGRADUATE RESEARCH,0.5
ACM COMMUNICATIONS IN COMPUTER ALGEBRA,0.5
ACTA MEDICA LITUANICA,0.5
AIN SHAMS JOURNAL OF ANESTHESIOLOGY,0.5
ANDES PEDIATRICA,0.5
BLUMEA,0.5
BODY MOVEMENT AND DANCE IN PSYCHOTHERAPY,0.5
BULLETIN OF THE HOSPITAL FOR JOINT DISEASES,0.5
DERECHOS Y LIBERTADES,0.5
E BALONMANO COM,0.5
JOURNAL OF INTERNATIONAL ORAL HEALTH,0.5
JOURNAL OF SURGICAL CASE REPORTS,0.5
KONTAKT JOURNAL OF NURSING AND SOCIAL SCIENCES RELATED TO HEALTH AND ILLNESS,0.5
PHYSICAL and OCCUPATIONAL THERAPY IN GERIATRICS,0.5
RAIRO THEORETICAL INFORMATICS AND APPLICATIONS,0.5
REVISTA ESPANOLA DE PATOLOGIA,0.5
REVISTA IBEROAMERICANA DE EDUCACION,0.5
REVUE D ECONOMIE POLITIQUE,0.5
SHILAP REVISTA DE LEPIDOPTEROLOGIA,0.5
STRATEGIC ANALYSIS,0.5
ACTA POLYTECHNICA,0.5
CANADIAN SOCIETY OF FORENSIC SCIENCE JOURNAL,0.5
CONTINENCE REPORTS,0.5
DERECHO PUCP,0.5
FINANCIAL INTERNET QUARTERLY,0.5
GLOBAL and REGIONAL HEALTH TECHNOLOGY ASSESSMENT,0.5
INDO EUROPEAN LINGUISTICS,0.5
INTERNATIONAL JOURNAL OF MULTIMEDIA DATA ENGINEERING and MANAGEMENT,0.5
JEADV CLINICAL PRACTICE,0.5
JOURNAL OF FEMINIST SCHOLARSHIP,0.5
LINACRE QUARTERLY,0.5
PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,0.5
PSYCHOLOGIE FRANCAISE,0.5
RESTAURATOR INTERNATIONAL JOURNAL FOR THE PRESERVATION OF LIBRARY AND ARCHIVAL MATERIAL,0.5
REVISTA CHAPINGO SERIE CIENCIAS FORESTALES Y DEL AMBIENTE,0.5
SEMINARS IN COLON AND RECTAL SURGERY,0.5
SOCIAL PSYCHOLOGY AND SOCIETY,0.5
SOMNOLOGIE,0.5
AFRICAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS AFJARE,0.5
AGRIVITA,0.5
ANNALES MEDICO PSYCHOLOGIQUES,0.5
ARGUMENTA OECONOMICA,0.5
ASIAN JOURNAL OF AGRICULTURE AND DEVELOPMENT,0.5
BERKELEY REVIEW OF EDUCATION,0.5
BMJ CASE REPORTS,0.5
CASE REPORTS IN PATHOLOGY,0.5
COMPARATIVE ECONOMIC RESEARCH CENTRAL AND EASTERN EUROPE,0.5
EVOLUTIONARY AND INSTITUTIONAL ECONOMICS REVIEW,0.5
GEDRAG and ORGANISATIE,0.5
GEORESURSY,0.5
HACIENDA PUBLICA ESPANOLA REVIEW OF PUBLIC ECONOMICS,0.5
INTERNATIONAL JOURNAL OF ADULT EDUCATION AND TECHNOLOGY IJAET,0.5
INTERNATIONAL JOURNAL OF AGRICULTURE AND NATURAL RESOURCES,0.5
INTERNATIONAL JOURNAL OF INFORMATION RETRIEVAL RESEARCH,0.5
INTERNET TECHNOLOGY LETTERS,0.5
JOURNAL OF HEALTH AND SAFETY AT WORK,0.5
LABORATORIUM RUSSIAN REVIEW OF SOCIAL RESEARCH,0.5
OBSTETRIC MEDICINE,0.5
PERFILES LATINOAMERICANOS,0.5
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS CIVIL ENGINEERING,0.5
REVISTA COLOMBIANA DE CIENCIAS PECUARIAS,0.5
